path,source_commit,source_branch,claims,source_git_blob_sha,consolidated_git_blob_sha,sha256,byte_count
"experiments/paired_acquisition/run_pair_structure_boundary_test.py","d018c924757c90a56ab5d515c4ecc02110286df6","experiment/pair-structure-boundary-crossbackbone","1","cb1dca9eb42a43a427f6ad201c370c04fb8cffcc","cb1dca9eb42a43a427f6ad201c370c04fb8cffcc","3fce0807ed9f9b1c456f48aa8cae7837ea5cd5caa823dd265981fe733568adab","56236"
"experiments/paired_acquisition/run_sample_subset_disjoint_scanner_heldout_transfer_audit.py","0d7cdc927619f38006c79069b5cbb087a27241e4","experiment/sample-subset-disjoint-scanner-heldout-transfer-audit","1;2","565ff3e5fa94d362bc97c66267871dce870bc6d2","565ff3e5fa94d362bc97c66267871dce870bc6d2","313a20b2e89c44b831e297b069cc63457e562aa4af4576c56b5962e32d8ecddd","35303"
"experiments/paired_acquisition/run_scanner_confounded_label_robustness_audit.py","b5a9886e77776942d133929c1592d1203229aa8c","experiment/scanner-confounded-label-robustness-audit","1;2","45bc031fd0ce948e7e389c92bde244dcbf090562","45bc031fd0ce948e7e389c92bde244dcbf090562","7d56df2ce2fd591e6b2145e4d0fd633673695e9d64f425770c0561bf488a07fd","46804"
"experiments/paired_acquisition/run_scanner_heldout_label_transfer_audit.py","535eea183ab7471bf661dd1abf122868f1ff56ac","experiment/scanner-heldout-label-transfer-audit","1;2","24c5853095b907172f55f16f775d82cff77451b8","24c5853095b907172f55f16f775d82cff77451b8","5a66eb450963184e330108f6fa051ed338ff8fe0315eed56e4058b091d7b8d01","32386"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/acquisition_bottleneck_separation_frontier_report.md","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","79010a903ee9ee4421af6752708100965fd1b7b4","79010a903ee9ee4421af6752708100965fd1b7b4","ddbad906f71bb8110f0c3ba6e5d3cb52c2905c946d0863928e22cc33450a31c0","5422"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/experiment_design.json","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","33a19cab258d9a66af5f7ac205b15425f06fca19","33a19cab258d9a66af5f7ac205b15425f06fca19","7914afe5bd860f2801af17deb97e108c41c9729b34339527e61ff45f860c573f","5663"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/frontier_branch_contrasts.csv","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","b3f27b4d0e9f41f59c0e199de02332ca15b88be0","b3f27b4d0e9f41f59c0e199de02332ca15b88be0","b8aaefec54e391747bd141a1e4dc7f073dbb65dc46ab98a17b6515c86c9829d8","13635"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/frontier_full_raw_metrics.csv","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","79afd44c3f4da0c416e8d2df1b2a73363657020c","79afd44c3f4da0c416e8d2df1b2a73363657020c","15507ce1e88daf270fcb226197ca7126f633f0de8bafc9485fe6e0b0d122c513","49897"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/frontier_smoke_raw_metrics.csv","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","21b5d64b28f1825758af1db6515e2b5aab379e03","21b5d64b28f1825758af1db6515e2b5aab379e03","2ecc9db2b70d017cbb03d22d594ea23f52298b8d3193a897c09031eead2c036d","6465"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/frontier_variant_selection_log.csv","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","283e4a90866e12626d20a1cccbefbfd85b77875a","283e4a90866e12626d20a1cccbefbfd85b77875a","77c3a8425ec9d746a59080fc71e60a00fb996effaa7f563e09a9f308b81c142d","2312"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/frontier_variant_summary.csv","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","f65e3840486f2a059cf8550af7b2d68aedf074bb","f65e3840486f2a059cf8550af7b2d68aedf074bb","f464342a083fda6b3e37deb8b7304990d4471175d499b8b34a5f0c9c59762a74","9694"
"results/paired_acquisition_factorization_acquisition_bottleneck_separation_frontier/run_log.txt","a89bfb32977dc723ef895f150ab4ae720a345ac5","experiment/acquisition-bottleneck-separation-frontier","4","a626889cdf0f473108499f949b69cf2429f9ee38","a626889cdf0f473108499f949b69cf2429f9ee38","7404a6b30d6570fa667009be77e6933494d18e899231cb80f360f4d5401ea979","31772"
"results/paired_acquisition_factorization_acquisition_branch_audit/acquisition_branch_audit_report.md","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","2fbddb8c3138a70da7bf12c951c888c119c508c8","2fbddb8c3138a70da7bf12c951c888c119c508c8","9d995cfe99943b938dca9d6df13096fc20e9cc626878ad89a556fd92049481dc","5010"
"results/paired_acquisition_factorization_acquisition_branch_audit/branch_audit_raw_metrics.csv","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","c8c8d4a5cb1cf862d870af1710bc7b83b4136622","c8c8d4a5cb1cf862d870af1710bc7b83b4136622","5d71fb0fea3c5db55e9e3b73ed601e4992508e4bfbab3aea4f6aa1310fb72c79","79352"
"results/paired_acquisition_factorization_acquisition_branch_audit/branch_audit_summary.csv","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","83a7f7afce9d815e6fb4759e73af151920fcf6ea","83a7f7afce9d815e6fb4759e73af151920fcf6ea","4319bf315c6b81418ada731a775fb8072cd4c87c34a3be6a15d3a5015d42fcfb","10553"
"results/paired_acquisition_factorization_acquisition_branch_audit/branch_separation_contrasts.csv","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","5864fb7978eab459cb5671144be9ad424b49fdc6","5864fb7978eab459cb5671144be9ad424b49fdc6","ea1dafcd769b9da0916aea2f9c58605151abec74180a2f9aec3848ed332f1835","45862"
"results/paired_acquisition_factorization_acquisition_branch_audit/experiment_design.json","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","949e02bc9172f4b3f930ee8af2c830340ef33dc4","949e02bc9172f4b3f930ee8af2c830340ef33dc4","4ff824cad748c2235661d4643c878732c661fb9a89387c2e1d5462ea0a179dc5","1269"
"results/paired_acquisition_factorization_acquisition_branch_audit/run_log.txt","3e5bf19e420abfcb9a95c517407cba636b9f126d","experiment/acquisition-branch-audit","2","9a0cde9941f692351951692ed20d72c60456fbbc","9a0cde9941f692351951692ed20d72c60456fbbc","b934bde860889276265b648f85e76115d0c8226f5d7bbfc56d30b6f389e706a5","858"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/acquisition_swapping_nearest_neighbor_metrics.csv","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","2797690cf1fe2a0c976d169c3a16ee3c57f3136b","2797690cf1fe2a0c976d169c3a16ee3c57f3136b","84061d56514088bf2bf5d5de7a78a1236cfe9cc7019cd4e1c7a355fa19f72901","5717620"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/acquisition_swapping_probe_metrics.csv","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","50f6370e8bd1bd62c0f68a75908adaea7b3001c0","50f6370e8bd1bd62c0f68a75908adaea7b3001c0","7c320e904faa071969a1f22cbbc82392e5c9f787c445129107498ffaab794f74","6120147"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/acquisition_swapping_raw_metrics.csv","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","85428ccbd2129e7cd9c3c43009168d1c0cbd47fa","85428ccbd2129e7cd9c3c43009168d1c0cbd47fa","ad62cf03f958b0da3344406a92abd7f9b735060c42f079918f938db66f4bb4f7","5308890"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/acquisition_swapping_report.md","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","30e015c5dc402b216b2ccd306758c6f9a727b184","30e015c5dc402b216b2ccd306758c6f9a727b184","f611204d07b740d6790f6939e1895cd3490691fc371dc1e7eac68578b3d3ca5e","8953"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/acquisition_swapping_summary.csv","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","1d7f978d60041730ada8885fbcee65dbaca1d1e7","1d7f978d60041730ada8885fbcee65dbaca1d1e7","3f28042443f8443a99f78c7f10ba532168c3d380fa375a3428b611d42bc99f86","1575"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/experiment_design.json","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","b34b8511dd01366d7fce1cb6eacbc485e96cdd2b","b34b8511dd01366d7fce1cb6eacbc485e96cdd2b","2a79cfbf7de709501817cb5f13bf7ab547867bf5d8872c55378004a450d90f8c","1983"
"results/paired_acquisition_factorization_acquisition_factor_swapping_audit/run_log.txt","aa8d0596dfe5f4be650d034ed80fca76fc337116","experiment/acquisition-factor-swapping-audit","5","44e6ee546e64d1ff4222f593007c02cc389f9ecd","44e6ee546e64d1ff4222f593007c02cc389f9ecd","d95b9de86d1bf795e17a4ee5de513aab25911213730610eae494b7543045547f","41146"
"results/paired_acquisition_factorization_biological_label_preservation_audit/biological_label_preservation_report.md","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","d5a041fb5e73f4a3d11ab39e3a8f35dd9ef94436","d5a041fb5e73f4a3d11ab39e3a8f35dd9ef94436","293906dc0ea1e884728398701128058436c57cd8655ae55878cd33cfe5d087a7","11378"
"results/paired_acquisition_factorization_biological_label_preservation_audit/experiment_design.json","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","9f38cdf5bf9013f1a7d42c0c6619c2bc1c18a83a","9f38cdf5bf9013f1a7d42c0c6619c2bc1c18a83a","3f948635cfb6bae9c42abbf99602157b3814cfba04a70ca3d23e180ca3083332","1541"
"results/paired_acquisition_factorization_biological_label_preservation_audit/label_probe_raw_metrics.csv","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","35173e885a80725f47fa183f26b7c3cadd601239","35173e885a80725f47fa183f26b7c3cadd601239","29ca4d53d61056ba2f6d520c7dad1ec0479c5ea353946e7125f1edd40b4d1851","45575"
"results/paired_acquisition_factorization_biological_label_preservation_audit/label_probe_summary.csv","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","730ccc060b3772fae5aee246bd3f6d1c698be581","730ccc060b3772fae5aee246bd3f6d1c698be581","be2475303b7616199cd86303db4302f92f51162b3aa5e01d9728fab80ca819a1","7539"
"results/paired_acquisition_factorization_biological_label_preservation_audit/neighborhood_purity_metrics.csv","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","98809e855575c4924904f262cacf0f36810390ab","98809e855575c4924904f262cacf0f36810390ab","d72a835e6f19857b3ef6692a7d7a6cafe1ecf8cc193d571b07145ae6534333d5","2652"
"results/paired_acquisition_factorization_biological_label_preservation_audit/run_log.txt","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","594e78efb3d7d1044723a80c8a7c550e8b99f6a5","594e78efb3d7d1044723a80c8a7c550e8b99f6a5","8bc605c3cb455198955ef2c66dd3138be775c7df632e165490e51678274f4935","1090"
"results/paired_acquisition_factorization_biological_label_preservation_audit/scanner_label_tradeoff_summary.csv","bec06eb47e14ca3317efae7b74c3399615aa0d13","experiment/biological-label-preservation-audit","1;2","f74d24b6a316868dcdd01ca30e4843669ae39241","f74d24b6a316868dcdd01ca30e4843669ae39241","1c3d4c3b116d95151b181ea2b826de550cb20b1d84cc7e5a76082731a0377045","3369"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/experiment_design.json","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","b338f4919b17b16355bea43814b04a1348e81a07","b338f4919b17b16355bea43814b04a1348e81a07","ea92d19fd0e68231c9416ee6e8203a802edabc04d29b3211f69f55da3c5abc8f","4295"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/frontier_crossbackbone_canine_reference.csv","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","4c67edbaf797bd5edd08e83113a3d257250aba0f","4c67edbaf797bd5edd08e83113a3d257250aba0f","4daf127aaa0339a1f8fd961c89134c95aab22c379429512298b31e571bf169c5","782"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/frontier_crossbackbone_contrasts.csv","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","1089321853704cbd995c89a16dbd4c1ca6084c96","1089321853704cbd995c89a16dbd4c1ca6084c96","0ee178b165d2ff2b686ef1e3f38fd0466f4c6a9f62289e497a03c3024e16fcac","8875"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/frontier_crossbackbone_raw_metrics.csv","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","9c51f6ac5ba842ae6e6bc3407fba7680c1c0e22b","9c51f6ac5ba842ae6e6bc3407fba7680c1c0e22b","16c2064ce908dd6a78e1cd255ea4e7a71ec37c9358e51dbff48906ae555d23b3","220498"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/frontier_crossbackbone_summary.csv","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","f1b66a297d3d126692ff927148836fc3c4d137a0","f1b66a297d3d126692ff927148836fc3c4d137a0","390b3f2356d269359392027174b5614702a90ae47787c8a9050d8e76418ef78e","11961"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/frontier_selected_crossbackbone_validation_report.md","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","3b768778902dd24454e310066c3183cb7629f820","3b768778902dd24454e310066c3183cb7629f820","a4c604d39e86769ed3769ea3d1fca3d716def3382ebbfd522723e2c4111839c7","4110"
"results/paired_acquisition_factorization_frontier_selected_crossbackbone_validation/run_log.txt","0e2af24730a0a298fbf0363dfbab7682dc65a1af","experiment/frontier-selected-crossbackbone-validation","4","c081c41d0e861b6eb70a6330f4f6f51841578192","c081c41d0e861b6eb70a6330f4f6f51841578192","6485af2469aebfed9b69499315a73b4c6bc9355669fe46b801ae42ba7ee87d70","50036"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/experiment_design.json","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","23bf53efa7fb972d19730199dc9fd242f5f8e5d0","23bf53efa7fb972d19730199dc9fd242f5f8e5d0","dd846cf1436ce05398db812223a1d3ffd336eb08bc40377b08d716d6df33ce9c","3510"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_contrasts.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","9994a75573c550fc0b398c3d01b9fe86d9f242d4","9994a75573c550fc0b398c3d01b9fe86d9f242d4","5e8e99def6627327ca482686fae02e764feaf7debb93824dd9c2799c1479e1b2","4471"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_per_class_recall.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","f982c83a8bc60cc076da04aadc355768a86d5421","f982c83a8bc60cc076da04aadc355768a86d5421","bbf6cdae3ef45631825bdd21c69618a683d67ae92a650a9ff3b9040e6b418d9a","20032"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_per_scanner_errors.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","ca9fe874095cd0712be757e7698f002fdc10b681","ca9fe874095cd0712be757e7698f002fdc10b681","93fce627a43a7bfc5802a4df93fcac51227cc8ea5d85192b9d3d092c9d3c823a","14380"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_raw_metrics.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","b5a1fc6101add92ccda99e1ba5b33ee399b7bfd1","b5a1fc6101add92ccda99e1ba5b33ee399b7bfd1","fb5f46aac2c2ba2092859ec3da1b3358174f8725d009598a20b68fddf52009a7","1538224"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_split_diagnostics.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","70e7a2304f7e4e45b690eec0269fde64957b71ef","70e7a2304f7e4e45b690eec0269fde64957b71ef","ed2d64d7c12a4d0ee65e756b0d172194c193d3505862ff079d96a673e48a6bb3","668634"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_downstream_summary.csv","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","912e729cd6b4289fe6561ec694761a958c7778f4","912e729cd6b4289fe6561ec694761a958c7778f4","687e4c6acd19b598b0a15a3acd17bb5615901bd8a936c5c4662be9118e087fac","8371"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/frontier_selected_downstream_validation_report.md","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","1d0d46ed9424e680c78d365f4c996e6aabcc7a81","1d0d46ed9424e680c78d365f4c996e6aabcc7a81","d95be2f30d5d0d942f08bc028ba2765d1767c043fff80426789e28f9c2d8dbac","5469"
"results/paired_acquisition_factorization_frontier_selected_downstream_validation/run_log.txt","c29a038debf9df709d6ce10ad4c63e510556b083","experiment/frontier-selected-downstream-validation","4","6373219e10de0be3e35ccddc209f82760ee519d6","6373219e10de0be3e35ccddc209f82760ee519d6","b65a55575db7b23f9229d44d42978de7e4fbae291a7647f987a5ac7a26ff3f77","297012"
"results/paired_acquisition_factorization_linear_baseline_consistency_audit/experiment_design.json","a325c009254bd2c220297e482203dd9a252728a6","experiment/linear-baseline-consistency-audit","3","f17af096a8e96f9b19152981ad00ac25ecc22083","f17af096a8e96f9b19152981ad00ac25ecc22083","91bd10518252f4e6830390cafdfeccc524dc7358e86b58e9db9a9f58c1527881","700"
"results/paired_acquisition_factorization_linear_baseline_consistency_audit/linear_baseline_consistency_metrics.csv","a325c009254bd2c220297e482203dd9a252728a6","experiment/linear-baseline-consistency-audit","3","9c1f7f45c08c98fa35184ebfcb960748e369262c","9c1f7f45c08c98fa35184ebfcb960748e369262c","db700eecde0ad532ecb6a72a5ca7800ab3160a9cf1048c4e2e6b4ca1d5a4417a","2209"
"results/paired_acquisition_factorization_linear_baseline_consistency_audit/linear_baseline_consistency_report.md","a325c009254bd2c220297e482203dd9a252728a6","experiment/linear-baseline-consistency-audit","3","a9eb13c2df851da84f2203ab5ab5d098863f101f","a9eb13c2df851da84f2203ab5ab5d098863f101f","cf11e1b0afb23a192a71765725e49dd0c27e6eec78ac1002b7bcb790e78cbe95","6210"
"results/paired_acquisition_factorization_linear_baseline_consistency_audit/linear_baseline_feature_comparison.csv","a325c009254bd2c220297e482203dd9a252728a6","experiment/linear-baseline-consistency-audit","3","1a4919c3e04b1a6f626aa10633d850fa2946be1b","1a4919c3e04b1a6f626aa10633d850fa2946be1b","031c4e0e2c8e978ea2d9ddc97674ae22c85da9cf916830caabc403de34d7e674","939"
"results/paired_acquisition_factorization_linear_baseline_consistency_audit/run_log.txt","a325c009254bd2c220297e482203dd9a252728a6","experiment/linear-baseline-consistency-audit","3","a1d10b4f6f8eaf9dfc9ac1f68a6056136ba7143a","a1d10b4f6f8eaf9dfc9ac1f68a6056136ba7143a","946d195844ecabf588ce0fb902714c82db54ad8369198b6088349ef5e6cd6f52","3401"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/experiment_design.json","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","46b9a553275a145fd13244b6b127a690960f30f4","46b9a553275a145fd13244b6b127a690960f30f4","85eab1b6512f8d0a578e7b4f1f20edff2eb99985ec61daba0bf70652c2269da7","1501"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/linear_residual_branch_contrasts.csv","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","e66264d9a3c02bf44a9faeb601bade66a869e328","e66264d9a3c02bf44a9faeb601bade66a869e328","2eb1196561f37b77e6bb0e7a3148300a4bba14ec14753dadf43a84a65215082c","52138"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/linear_residual_branch_separation_report.md","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","e46b7fb5abdbdc6f197566b35d6c2803d84306bf","e46b7fb5abdbdc6f197566b35d6c2803d84306bf","94c56e0a5867a0f7712c2efaf978f3ae5e14061051318b052846b8d1c33507c9","9055"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/linear_residual_raw_metrics.csv","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","6877526d2fffd3977b6ea13630ab8c3e48559dac","6877526d2fffd3977b6ea13630ab8c3e48559dac","afb66ce00a9c8c5725f065606cbddc9a3909edb15f8222e8872e9997bf876be6","41087"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/linear_residual_summary.csv","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","2b0ffd003b79bbdd2c7b629e10d16b8157201990","2b0ffd003b79bbdd2c7b629e10d16b8157201990","704b1a74c6320bb8dc48b17c4e1eac6304bd76dcc29fda2738f4e5f5036f9e4f","14981"
"results/paired_acquisition_factorization_linear_residual_branch_separation_audit/run_log.txt","ec2a509f19e5c4a1fb59c3e49486a022db03191c","experiment/linear-baseline-consistency-audit","2;3","3d3a0aad13a6f6130f466a311d47bfd63fbe431b","3d3a0aad13a6f6130f466a311d47bfd63fbe431b","d392030561f2f4160c450b10095dc57ebb323e3fbcdbff3a822a66b475fb15d4","20051"
"results/paired_acquisition_factorization_oldstyle_residual_branch_separation_audit/experiment_design.json","3450ede25d374495ea73fe2d41b1e365e8b5b5a7","experiment/oldstyle-residual-branch-separation-audit","2;3","d03a1850b752c8c063c57c7406e8e154b513eb8c","d03a1850b752c8c063c57c7406e8e154b513eb8c","1440445dbd89e5c71823970486a36523130799042bccf150bd781047ab070431","1649"
"results/paired_acquisition_factorization_oldstyle_residual_branch_separation_audit/oldstyle_residual_branch_contrasts.csv","3450ede25d374495ea73fe2d41b1e365e8b5b5a7","experiment/oldstyle-residual-branch-separation-audit","2;3","6593fe267cacb0ee2d03db792bdaabca9709ea26","6593fe267cacb0ee2d03db792bdaabca9709ea26","a29168efbd7818361067a705f7e56e2e5e220dd46b76e232250d1e22de18b068","17636"
"results/paired_acquisition_factorization_oldstyle_residual_branch_separation_audit/oldstyle_residual_branch_separation_report.md","3450ede25d374495ea73fe2d41b1e365e8b5b5a7","experiment/oldstyle-residual-branch-separation-audit","2;3","c59e9a62f3989bf871efebb562dbbdf36a85887f","c59e9a62f3989bf871efebb562dbbdf36a85887f","442f93bc8e8eef6714e293628fffd4680a6531cdad609e4adc1911c8dc073e66","7591"
