contrast_type,contrast_id,acquisition_dim,cross_covariance_weight,metric,fold,fold_mean,n_slides
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_average,3,0.0019344832899998382,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_average,4,0.0015805030807382048,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_worst,0,0.0008483700224126839,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_worst,1,0.0011055062619848258,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_worst,2,0.0025552748821366317,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_worst,3,0.002427913831869367,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_pair_cosine_worst,4,0.0014378474955150347,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_average,0,0.0001289306044998939,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_average,1,-0.00018473147057374018,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_average,2,-0.00020656443663692582,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_average,3,-0.00040846726373042517,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_average,4,-0.0020565883966201883,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_worst,0,-0.0013030669256950261,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_worst,1,0.00028152718116870716,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_worst,2,0.0012120649077170685,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_worst,3,-0.006318958818958843,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,biological_retrieval_top1_worst,4,-0.00903651903651908,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,branch_cross_covariance_rms,0,-0.007884805090725422,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,branch_cross_covariance_rms,1,-0.008800828125741742,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,branch_cross_covariance_rms,2,-0.008936131497224166,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,branch_cross_covariance_rms,3,-0.00962577809890111,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p05_vs_xcov0,16,0.05,branch_cross_covariance_rms,4,-0.011302596992916546,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_scanner_probe_accuracy,0,-0.012642104153489368,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_scanner_probe_accuracy,1,-0.00035267931325279794,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_scanner_probe_accuracy,2,0.014359543569688481,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_scanner_probe_accuracy,3,0.009378615536510267,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_scanner_probe_accuracy,4,0.0012468967596765783,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_scanner_probe_accuracy,0,0.003513681816812733,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_scanner_probe_accuracy,1,0.001244161387530597,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_scanner_probe_accuracy,2,0.000764832322803345,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_scanner_probe_accuracy,3,0.00018573239625875438,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_scanner_probe_accuracy,4,0.005579541349680615,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_category_probe_accuracy,0,0.0007224481190325569,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_category_probe_accuracy,1,0.00040909853454652406,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_category_probe_accuracy,2,-0.004130854920710025,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_category_probe_accuracy,3,-0.02724332976964554,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_category_probe_accuracy,4,0.011325489729861324,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_category_probe_accuracy,0,-0.07929945634167648,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_category_probe_accuracy,1,-0.020392822496765158,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_category_probe_accuracy,2,-0.0812775678427852,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_category_probe_accuracy,3,-0.08519674477569215,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,acquisition_category_probe_accuracy,4,-0.03789271279347079,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_average,0,1.7999175107308307e-06,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_average,1,-0.0007192796197381915,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_average,2,0.00035259173144291326,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_average,3,0.00030334958369023407,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_average,4,-0.0007606702664243582,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_worst,0,0.00011034001970330887,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_worst,1,-0.0015397140299593876,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_worst,2,0.0002826325333339004,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_worst,3,0.0010326165827111617,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_pair_cosine_worst,4,-0.0012222656536259066,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_average,0,-0.00031772951115928427,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_average,1,-0.0010425456662015813,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_average,2,-0.0007828994676821126,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_average,3,-0.0013407046170204545,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_average,4,-0.002954508607778473,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_worst,0,-0.0014478291316526448,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_worst,1,-0.0009538321097461259,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_worst,2,0.004691199165836861,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_worst,3,-0.013784096020938132,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,biological_retrieval_top1_worst,4,-0.009232396828025248,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,branch_cross_covariance_rms,0,-0.0077608527615666365,8
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,branch_cross_covariance_rms,1,-0.007348406811555217,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,branch_cross_covariance_rms,2,-0.00816257297992706,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,branch_cross_covariance_rms,3,-0.008375849326451622,9
dimension_by_weight_interaction,dim16_vs_dim64_by_xcov0p2_vs_xcov0,16,0.2,branch_cross_covariance_rms,4,-0.009168192081981243,9
dimension_marginal,dim2_minus_dim64,2,,biological_scanner_probe_accuracy,0,-0.01208934469845288,8
dimension_marginal,dim2_minus_dim64,2,,biological_scanner_probe_accuracy,1,0.005970703839282086,9
dimension_marginal,dim2_minus_dim64,2,,biological_scanner_probe_accuracy,2,-0.007627661656647165,9
dimension_marginal,dim2_minus_dim64,2,,biological_scanner_probe_accuracy,3,0.011299503615293076,9
dimension_marginal,dim2_minus_dim64,2,,biological_scanner_probe_accuracy,4,-0.005178233569795983,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_scanner_probe_accuracy,0,-0.07261579470497877,8
dimension_marginal,dim2_minus_dim64,2,,acquisition_scanner_probe_accuracy,1,-0.09992108922096976,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_scanner_probe_accuracy,2,-0.0680055365997395,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_scanner_probe_accuracy,3,-0.11000626274310484,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_scanner_probe_accuracy,4,-0.12652052060336924,9
dimension_marginal,dim2_minus_dim64,2,,biological_category_probe_accuracy,0,-0.010784745439394434,8
dimension_marginal,dim2_minus_dim64,2,,biological_category_probe_accuracy,1,0.008390371166954217,9
dimension_marginal,dim2_minus_dim64,2,,biological_category_probe_accuracy,2,-0.010166178963280445,9
dimension_marginal,dim2_minus_dim64,2,,biological_category_probe_accuracy,3,0.002853152695257957,9
dimension_marginal,dim2_minus_dim64,2,,biological_category_probe_accuracy,4,-0.006261752862610713,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_category_probe_accuracy,0,-0.18946151471341224,8
dimension_marginal,dim2_minus_dim64,2,,acquisition_category_probe_accuracy,1,-0.2675259823145128,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_category_probe_accuracy,2,-0.27387358222382374,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_category_probe_accuracy,3,-0.3436350296876613,9
dimension_marginal,dim2_minus_dim64,2,,acquisition_category_probe_accuracy,4,-0.19497428750052287,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_average,0,0.006855546091566911,8
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_average,1,0.006568180540895326,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_average,2,0.006576385423871327,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_average,3,0.006109692122082381,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_average,4,0.005128535627713883,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_worst,0,0.008858267595544353,8
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_worst,1,0.00721143897080439,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_worst,2,0.009241922856039197,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_worst,3,0.0070115587659376755,9
dimension_marginal,dim2_minus_dim64,2,,biological_pair_cosine_worst,4,0.0055069697135165085,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_average,0,-0.0003410439444595098,8
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_average,1,-0.00047370655584514737,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_average,2,0.002655923987445704,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_average,3,-0.0014186364317943204,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_average,4,-0.002283089124501653,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_worst,0,0.006985670612330991,8
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_worst,1,-0.002694216819067452,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_worst,2,0.009983334119807527,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_worst,3,0.0036403508771929933,9
dimension_marginal,dim2_minus_dim64,2,,biological_retrieval_top1_worst,4,-0.001296696352810082,9
dimension_marginal,dim2_minus_dim64,2,,branch_cross_covariance_rms,0,-0.0486635238553087,8
dimension_marginal,dim2_minus_dim64,2,,branch_cross_covariance_rms,1,-0.046681494348578996,9
dimension_marginal,dim2_minus_dim64,2,,branch_cross_covariance_rms,2,-0.04787718052113497,9
dimension_marginal,dim2_minus_dim64,2,,branch_cross_covariance_rms,3,-0.03826881260783583,9
dimension_marginal,dim2_minus_dim64,2,,branch_cross_covariance_rms,4,-0.057806741639419824,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_scanner_probe_accuracy,0,-0.021536565163699888,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_scanner_probe_accuracy,1,-0.002220577510900089,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_scanner_probe_accuracy,2,0.006988827061290824,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_scanner_probe_accuracy,3,-0.015305781937360886,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_scanner_probe_accuracy,4,-0.007659317068800587,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_scanner_probe_accuracy,0,-0.008883452305653475,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_scanner_probe_accuracy,1,0.014413074248199646,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_scanner_probe_accuracy,2,-0.0022340364949060922,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_scanner_probe_accuracy,3,-0.0010407545670703862,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_scanner_probe_accuracy,4,0.023113640862274756,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_category_probe_accuracy,0,0.0012201289117797654,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_category_probe_accuracy,1,0.00035518589998877344,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_category_probe_accuracy,2,0.0009400762951487877,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_category_probe_accuracy,3,-0.011541014541014534,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_category_probe_accuracy,4,0.0033046019599871097,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_category_probe_accuracy,0,0.00471210957501279,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_category_probe_accuracy,1,0.03695971637548697,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_category_probe_accuracy,2,0.02363836780503449,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_category_probe_accuracy,3,0.04814883946462894,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,acquisition_category_probe_accuracy,4,0.03361390399430237,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_average,0,0.0008675146421870117,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_average,1,0.0012878346552295744,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_average,2,0.0017048653022451793,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_average,3,0.0007078118840570832,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_average,4,0.000858615603636808,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_worst,0,0.0011416098030095356,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_worst,1,0.0010521790784816768,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_worst,2,0.0018462469003036855,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_worst,3,0.00046151726531996743,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_pair_cosine_worst,4,0.0005958330947210112,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_average,0,-0.0013270590494262602,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_average,1,-0.0008018713663875286,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_average,2,-0.0009163598076642095,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_average,3,0.0004432891669733621,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_average,4,-0.0013286731483453077,9
